code,txn_date,doc_no,journal_no,partner,notes,debit,credit
1103019280,2026-01-01,Saldo awal,,,Saldo Awal,2490026914.88,0.0
1103019280,2026-01-19,CA-IING RISYANTO,20260119001,Iing Ristyanto,PAYMENT CA PEMBELIAN ALAT PENUNJANG DRONE -IING RISYANTO,0.0,2800000.0
1103019280,2026-01-19,KN PPH23,20260119002,KAS NEGARA,KAS NEGARA PPH 23 PRD ARMAN EFFISAN,0.0,18500.0
1103019280,2026-01-19,BUDEP/01/26,20260119003,BRI,LLG BRI BUNGADEPOSIT,4838184.0,0.0
1103019280,2026-01-19,BUDEP/01/26 2,20260119004,BRI,LLG BRI BUNGADEPOSIT,1288064.0,0.0
1103019280,2026-01-20,DEPOSITO-AIM/01/26,20260120007,,PENEMPATAN DEPOSITO BRI PT AIM No account  001901000894991,0.0,2000000000.0
1103019280,2026-01-20,ADMIN DEP/01/26,20260120008,,ADMIN PENEMPATAN DEPOSITO,0.0,25000.0
1103019280,2026-01-21,CA Iing Ristyanto,20260121005,Iing Ristyanto,Realisasi CA 1500 unit teshover drone,45000.0,0.0
1103019280,2026-01-25,JAGIR-7878/01/26,20260125009,,JASA GIRO KHUSUS,5700291.4,0.0
1103019280,2026-01-25,PAJAGIR-7878/01/26,20260125010,,PAJAK GIRO KHUSUS,0.0,1140058.28
1103019280,2026-01-26,LLG BRI BUNGADEPOSIT,20260126011,,LLG BRI BUNGADEPOSIT,4838184.0,0.0
1103019280,2026-01-30,TRANSFER ATS,20260130012,,TRANSFER ATS BCA 2686955777 KE BCA 2681507878,1252003082.96,0.0
1103019280,2026-01-30,ADMIN-7878/01/26,20260130013,,BY ADMIN BANK BCA - IDR-2681507878,0.0,30000.0
1103019280,2026-01-30,PAY DRONE TECH CONSULTA,20260130014,PT. Dronetech Consultant Indonesia,PEMBAYARAN PEMBUATAN DRONE TECH CONSULTA,0.0,74725000.0
1103019280,2026-02-10,DEPOSITO-AIM/02/26,20260210011,,PENEMPATAN DEPOSITO BRI PT AIM No account,0.0,1200000000.0
1103019280,2026-02-10,ADMIN DEP/02/26,20260210012,,ADMIN PENEMPATAN DEPOSITO,0.0,25000.0
1103019280,2026-02-12,KN PPH23-01-26,20260212013,KAS NEGARA,KAS NEGARA PPH 23 PER JANUARI 2026,0.0,1525000.0
1103019280,2026-02-18,BUDEP/02/26-1,20260218014,BRI,LLG BRI BUNGADEPOSIT NO 033493 03349,6129148.0,0.0
1103019280,2026-02-20,BUDEP/02/26-2,20260220015,BRI,LLG BRI BUNGADEPOSIT NO 001901033804,6451895.0,0.0
1103019280,2026-02-25,JAGIR-7878/02/26,20260225016,,JASA GIRO KHUSUS,2785704.76,0.0
1103019280,2026-02-25,PAJAGIR-7878/02/26,20260225017,,PAJAK GIRO KHUSUS,0.0,557140.95
1103019280,2026-02-26,PELUNASAN ARKA-02/26,20260226018,PT AERO REKSA KREASI ANGKASA,PELUNSAN AR PT ARKA,6200000.0,0.0
1103019280,2026-02-26,BUDEP/02/26-3,20260226019,BRI,LLG BRI BUNGADEPOSIT NO 001901033558,4838184.0,0.0
1103019280,2026-02-28,ADMIN-7878/02/26,20260228027,BRI,BY ADMIN BANK BCA - IDR-2681507878,0.0,30000.0
1103019280,2026-03-10,BUDEP/03/26,20260310010,BRI,LLG BRI BUNGADEPOSIT,3495174.0,0.0
1103019280,2026-03-12,BAYAR MITRA PAJAKKU,20260312011,PT MITRA PAJAKU,PEMBAYARAN AP MITRA PAJAKKU CONSLANT FEE PRD 01 MAR 26 - 28 FEB 27,0.0,2016500.0
1103019280,2026-03-12,BAYAR APAR,20260312012,PT INTI SUKSES MITRA SEJATI,PT INTI SUKSES MITRA SEJATI - SV - 5 SOLUTION B300 SV5 - 3 LTR,0.0,7907918.0
1103019280,2026-03-13,TRANSFER ATS,20260313004,,TRANSFER ATS BCA 2686955777 KE BCA 2681507878,638234334.51,0.0
1103019280,2026-03-13,KAS NEGARA PPH 23-02/26,20260313013,KAS NEGARA,PEMBAYARAN KAS NEGARA PPH23 PRD FEB26,0.0,37000.0
1103019280,2026-03-25,TRANSFER ATS,20260325008,,TRANSFER ATS BCA 2686955777 KE BCA 2681507878,5434.88,0.0
1103019280,2026-03-25,JAGIR-7878/03/26,20260325014,,JASA GIRO KHUSUS,2124369.02,0.0
1103019280,2026-03-25,PAJAGIR-7878/03/26,20260325015,,PAJAK GIRO KHUSUS,0.0,424873.8
1103019280,2026-03-25,BUDEP/03/26-1,20260325016,BRI,LLG BRI BUNGADEPOSIT,5535724.0,0.0
1103019280,2026-03-25,BUDEP/03/26-2,20260325017,BRI,LLG BRI BUNGADEPOSIT,5827238.0,0.0
1103019280,2026-03-26,BUDEP/03/26-3,20260326018,BRI,LLG BRI BUNGADEPOSIT,4324692.0,0.0
1103019280,2026-03-26,BUDEP/03/26-4,20260326019,BRI,KEKURANGAN LLG BRI BUNGADEPOSIT,45000.0,0.0
1103019280,2026-03-31,DEPOSITO-AIM/03/26,20260331020,BRI,PENEMPATAN DEPOSITO BRI PT AIM No account,0.0,650000000.0
1103019280,2026-03-31,ADMIN DEP/03/26,20260331021,BRI,ADMIN PENEMPATAN DEPOSITO,0.0,25000.0
1103019280,2026-03-31,ADMIN-7878/03/26,20260331022,BRI,BY ADMIN BANK BCA - IDR-2681507878,0.0,30000.0
1103019280,2026-04-10,BUDEP/04/26-1,20260410006,BRI,LLG BRI BUNGADEPOSIT,3869967.0,0.0
1103019280,2026-04-20,BUDEP/04/26-2,20260420007,BRI,LLG BRI BUNGADEPOSIT,6129148.0,0.0
1103019280,2026-04-20,BUDEP/04/26-3,20260420008,BRI,LLG BRI BUNGADEPOSIT,6451895.0,0.0
1103019280,2026-04-25,JAGIR-7878/03/26,20260425009,,JASA GIRO KHUSUS,1880118.57,0.0
1103019280,2026-04-25,PAJAGIR-7878/03/26,20260425010,,PAJAK GIRO KHUSUS,0.0,376023.71
1103019280,2026-04-27,BUDEP/04/26-4,20260427011,BRI,LLG BRI BUNGADEPOSIT,4838184.0,0.0
1103019280,2026-04-30,BUDEP/04/26-5,20260430012,BRI,LLG BRI BUNGADEPOSIT,1279300.0,0.0
1103019280,2026-04-30,ADMIN-7878/04/26,20260430013,BRI,BY ADMIN BANK BCA - IDR-2681507878,0.0,30000.0
1103019280,2026-05-11,BUDEP/05/26-1,20260511010,BRI,LLG BRI BUNGADEPOSIT,3745036.0,0.0
1103019280,2026-05-18,BUDEP/05/26-2,20260511011,BRI,LLG BRI BUNGADEPOSIT,5931340.0,0.0
1103019280,2026-05-20,BUDEP/05/26-3,20260511012,BRI,LLG BRI BUNGADEPOSIT,3942316.0,0.0
1103019280,2026-05-21,TRANSFER ATS,20260525005,,TRANSFER ATS BCA 2686955777 KE BCA 2681507878,1280839.34,0.0
1103019280,2026-05-25,TRANSFER ATS,20260525008,,TRANSFER ATS BCA 2686955777 KE BCA 2681507878,5764.8,0.0
1103019280,2026-05-25,JAGIR-7878/05/26,20260511013,,JASA GIRO KHUSUS,1556353.02,0.0
1103019280,2026-05-25,PAJAGIR-7878/05/26,20260511014,,PAJAK GIRO KHUSUS,0.0,311270.6
1103019280,2026-05-26,BUDEP/05/26-4,20260511015,BRI,LLG BRI BUNGADEPOSIT,4682020.0,0.0
1103019280,2026-05-30,ADMIN-7878/05/26,20260511016,BRI,BY ADMIN BANK BCA - IDR-2681507878,0.0,30000.0
1103019270,2026-01-01,Saldo Awal,,,Saldo Awal,2470000.12,0.0
1103019270,2026-01-25,JAGIR-5777/01/26,20260125015,,JASA GIRO KHUSUS,7569.94,0.0
1103019270,2026-01-25,PAJAGIR-5777/01/26,20260125016,,PAJAK GIRO KHUSUS,0.0,1513.98
1103019270,2026-01-25,PAJAGIR-5777/02/26,20260225008,,PAJAK GIRO KHUSUS,0.0,1511.62
1103019270,2026-01-30,TRANSFER ATS,20260130012,,TRANSFER ATS BCA 2686955777 KE BCA 2681507878,0.0,1252003082.96
1103019270,2026-01-30,INV/AIM/25/12/00002 HELPIO GLOVIN TEKN,20260125017,PT. HELPIO GLOVIN TEKNOLOGI,INV/AIM/25/12/00002 HELPIO GLOVIN TEKN,515540540.0,0.0
